query_id,family,source,date_searched,paper_id,corpus_id,title,authors,year,publication_date,venue,publication_types,doi,arxiv_id,pubmed_id,url,is_open_access,open_access_pdf_url,citation_count,reference_count,influential_citation_count,fields_of_study,s2_fields_of_study,abstract
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,0229eddab852e50acdb38c08880878e206f5a90b,56081062,Integrating a thermistor flowmeter and time lapse imagery to monitor sponge (Porifera) behaviour,Brian W. Strehlow; D. Jorgensen; N. Webster; M. Pineda; A. Duckworth,2016,2016-06-16,,,10.7287/PEERJ.PREPRINTS.2137V1,,,https://www.semanticscholar.org/paper/0229eddab852e50acdb38c08880878e206f5a90b,True,https://doi.org/10.7287/peerj.preprints.2137v1,2,28,0,Geology,Geology; Environmental Science; Biology,"A digital, four-channel thermistor flowmeter was developed as an experimental tool for measuring pumping rates in marine sponges, particularly those with small excurrent pores (oscula). The flowmeter is integrated with time lapse cameras and has an accuracy of ±5 mm s -1 over the range of 5–200 mm s -1 , a spatial resolution of 1.4 mm, and an adjustable temporal resolution of 5 seconds. Combining flowmeters with time lapse imagery yielded valuable insights into the contractile behaviour of oscula in Cliona orientalis, revealing four distinct oscula states: (1) osculum open with extended papilla, (2) osculum closed with extended papilla, (3) osculum closed with papilla retracted, and (4) osculum closed with papilla retracted and contraction of region surrounding osculum. Osculum area was positively correlated to measured excurrent velocities, indicating that sponge pumping and osculum contraction are coordinated behaviours. Diel trends in pumping activity and osculum contraction were also observed, with sponges increasing their pumping activity to peak at midday and decreasing pumping and contracting oscula at night. Short-term elevation of the suspended sediment concentration within the seawater initially decreased pumping rates by up to 90%, ultimately resulting in closure of the oscula and cessation of pumping. The thermistor flowmeter developed here will be a valuable tool to monitor behaviour, physiology and ecophysiology of sponges."
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,106dc977fc7d50b222dad42966e2b5ac8709be48,198366169,"Data associated with Grant et al (MEPS) ""The Effect of Suspended Sediments on the Pumping Rates of Three Species of Glass Sponge In situ """,Nathan L. Grant; S. Leys,2019,2019-03-25,,,10.7939/R3-EMSF-3685,,,https://www.semanticscholar.org/paper/106dc977fc7d50b222dad42966e2b5ac8709be48,False,,0,0,0,Chemistry,Chemistry; Environmental Science,
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,254f64e79a53df830cac2dc7224779ada9e70bcc,54079172,Glass sponges arrest pumping in response to sediment: implications for the physiology of the hexactinellid conduction system,Gabrielle J Tompkins-Macdonald; S. Leys,2008,2008-05-15,,,10.1007/S00227-008-0987-Y,,,https://www.semanticscholar.org/paper/254f64e79a53df830cac2dc7224779ada9e70bcc,False,,93,45,8,Biology,Biology; Environmental Science; Biology,
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,2c21fc1696290beb3dc9540c74a0a5a146578602,55811897,"Microbial sulfate reduction in the tissue of the cold-water sponge Geodia barretti (Tetractinellida, Demospongiea)",F. Hoffmann,2003,2003-06-12,,,,,,https://www.semanticscholar.org/paper/2c21fc1696290beb3dc9540c74a0a5a146578602,False,,8,191,1,Biology,Biology; Environmental Science; Biology,
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,47201f7aa3e9d5c4da1586a7e5c422778c651842,232342087,"The Hexactinellid Deep-Water Sponge Vazella pourtalesii (Schmidt, 1870) (Rossellidae) Copes With Temporarily Elevated Concentrations of Suspended Natural Sediment",E. Wurz; L. Beazley; B. MacDonald; E. Kenchington; H. Rapp; R. Osinga,2021,2021-03-24,Frontiers in Marine Science,,10.3389/fmars.2021.611539,,,https://www.semanticscholar.org/paper/47201f7aa3e9d5c4da1586a7e5c422778c651842,True,https://www.frontiersin.org/articles/10.3389/fmars.2021.611539/pdf,21,79,1,,Environmental Science; Biology,"Plumes of re-suspended sediment potentially smother and clog the aquiferous system of filter-feeding sponges with unknown implications for their health. For the first time, we examined the physiological responses of repeated exposure to natural sediment in the glass sponge Vazella pourtalesii, which forms dense sponge grounds in Emerald Basin off Nova Scotia, Canada. Ex situ chamber-based measurements of bacterial clearance and oxygen consumption (respiration) rates indicated that individuals subjected to elevated concentrations of suspended sediment expressed normal clearance and respiration rates over 7 days of sediment exposure, indicating an ability to cope with elevated concentrations of indigestible sediment particles. However, clearance rates significantly declined after 14 days of sediment exposure, suggesting an inability to cope with long-term exposure to increased sediment load. Therefore, long-term exposure to elevated concentrations of suspended sediment should be avoided in order to minimize adverse effects on the abundant Vazella sponge grounds."
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,4910860a2ddd4062f8a263b68ab2320222207886,51667287,Potential Impacts of Offshore Oil and Gas Activities on Deep-Sea Sponges and the Habitats They Form.,J. Vad; G. Kazanidis; L. Henry; Daniel O. B. Jones; O. Tendal; S. Christiansen; Theodore B. Henry; Theodore B. Henry; Theodore B. Henry; J. Roberts,2018,,Advances in Marine Biology,Review; JournalArticle,10.1016/bs.amb.2018.01.001,,30012276,https://www.semanticscholar.org/paper/4910860a2ddd4062f8a263b68ab2320222207886,True,https://www.pure.ed.ac.uk/ws/files/50841106/SpongeReview_FinalDraft.pdf,26,109,0,Environmental Science; Medicine,Environmental Science; Medicine; Environmental Science,
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,5288e326ed246a48b2251b09e442041f64661b81,231150059,Seasonal Variability in Near-bed Environmental Conditions in the Vazella pourtalesii Glass Sponge Grounds of the Scotian Shelf,Ulrike Hanz; L. Beazley; E. Kenchington; G. Duineveld; H. Rapp; F. Mienis,2021,2021-01-08,Frontiers in Marine Science,,10.3389/fmars.2020.597682,,,https://www.semanticscholar.org/paper/5288e326ed246a48b2251b09e442041f64661b81,True,https://www.frontiersin.org/articles/10.3389/fmars.2020.597682/pdf,12,96,0,,Environmental Science,"The Scotian Shelf harbors unique aggregations of the glass sponge Vazella pourtalesii that provides an important habitat for benthic and pelagic fauna. Recent studies have shown that these sponge grounds have persisted in the face of strong inter-annual and multi-decadal variability in temperature and salinity. However, little is known of these environmental characteristics on hourly-seasonal time scales. This study presents the first hydrodynamic observations and associated (food) particle supply mechanisms for the Vazella sponge grounds, highlighting the influence of natural variability in environmental conditions on sponge growth and resilience. Near-bottom environmental conditions were characterized by high temporal resolution data collected with a benthic lander, deployed during a period of 10 months in the Sambro Bank Sponge Conservation Area. The lander was equipped with temperature and oxygen sensors, a current meter, a sediment trap and a video camera. In addition, water column profiles of temperature and salinity were collected in an array across the sponge grounds from high to lower sponge presence probability. Over the course of the lander deployment, temperature fluctuated between 8.8–12°C with an average of 10.6 ± 0.4°C. Dissolved oxygen concentration was on average 6.3 mg l–1, and near-bottom current speed was on average 0.12 m s–1, with peaks up to 0.47 m s–1. Semi-diurnal tidal currents promoted constant resuspension of particulate matter in the benthic boundary layer. Surface storm events episodically caused extremely turbid conditions on the seafloor that persisted for several days, with particles being resuspended to more than 13 m above the seabed. The carbon flux in the near-bottom sediment trap peaked during storm events and also after a spring bloom in April, when fresh phytodetritus was observed in the bottom boundary layer. While resuspension events can represent a major stressor for sponges, limiting their filtration capability and remobilizing them, episodes of strong currents and lateral particle transport likely play an important role in food supply and the replenishment of nutrients and oxygen. Our results contextualize human-induced threats such as bottom fishing and climate change by providing more knowledge of the natural environmental conditions under which sponge grounds persist."
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,5caaef6e2ef0ba2ae0db44bb13c088e42916bfcd,53384659,Happy relationships between marine sponges and sediments – a review and some observations from Australia,C. Schönberg,2015,2015-09-04,Journal of the Marine Biological Association of the United Kingdom,Review,10.1017/S0025315415001411,,,https://www.semanticscholar.org/paper/5caaef6e2ef0ba2ae0db44bb13c088e42916bfcd,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A8E927A56D5F7C0D16D6BF1B9DC4AE50/S0025315415001411a.pdf/div-class-title-happy-relationships-between-marine-sponges-and-sediments-a-review-and-some-observations-from-australia-div.pdf,66,177,7,Biology,Biology; Environmental Science,
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,630af95939cc254144f39688d4a09bd4b0f3e73d,149633336,Deep-sea sponge grounds as nutrient sinks: High denitrification rates in boreo-arctic sponges,Christine Rooks; J. K. Fang; P. Mørkved; Rui Zhao; H. Rapp; J. Xavier; F. Hoffmann,2019,2019-04-24,,,10.5194/BG-2019-135,,,https://www.semanticscholar.org/paper/630af95939cc254144f39688d4a09bd4b0f3e73d,True,https://doi.org/10.5194/bg-2019-135,3,84,0,Chemistry,Chemistry; Environmental Science,"Abstract. Sponges are commonly known as general nutrient providers for the marine ecosystem, recycling organic matter into various forms of bio-available nutrients such as ammonium and nitrate. In this study we challenge this view. We show that nutrient removal through microbial denitrification is a common feature in six cold-water sponge species from boreal and Arctic sponge grounds. Denitrification rates were quantified by incubating sponge tissue sections with 15NO3- – amended oxygen saturated seawater, mimicking conditions in pumping sponges, and de-oxygenated seawater, mimicking non-pumping sponges. Rates of anaerobic ammonium oxidation (anammox) using incubations with 15NH4+ could not be detected. Denitrification rates of the different sponge species ranged from 0 to 114 nmol N cm-3 sponge day-1 under oxic conditions, and from 47 to 342 nmol N cm-3 sponge day-1 under anoxic conditions. An exponential relationship between the highest potential rates of denitrification (in the absence of oxygen) and the species-specific abundances of nirS and nirK genes encoding nitrite reductase, a key enzyme for denitrification, suggests that the denitrifying community in these sponge species is both prepared and optimized for denitrification. The lack of a lag phase in the linear accumulation of the 15N labelled N2 gas in any of our tissue incubations is another indicator for an active community of denitrifiers in the investigated sponge species. High rates for coupled nitrification-denitrification (up to 89 % of nitrate reduction in the presence of oxygen) shows that under these conditions, the NO3- reduced in denitrification was primarily derived from nitrification within the sponge, directly coupling organic matter degradation and nitrification to denitrification in sponge tissues. Under anoxic condition when nitrification was not possible, nitrate to fuel the much higher denitrification rates had to be retrieved directly from the seawater. The lack of nifH genes encoding nitrogenase, the key enzyme for nitrogen fixation, shows that the nitrogen cycle is not closed in the sponge grounds. The denitrified nitrogen, no matter of its origin, is then no longer available as a nutrient for the marine ecosystem. Considering average sponge biomasses on typical boreal and Arctic sponge grounds, our sponge denitrification rates reveal areal denitrification rates of 0.8 mmol N m-2 day-1 assuming non-pumping sponges and still 0.3 mmol N m-2 day-1 assuming pumping sponges. This is well within the range of denitrification rates of continental shelf sediments. For the most densely populated boreal sponge grounds we calculated denitrification rates of up to 2 mmol N m-2 day-1, which is comparable to rates in coastal sediments. Increased future impact of sponge grounds by anthropogenic stressors reducing sponge pumping activity and further stimulating sponge anaerobic processes may thus lead to that deep-sea sponge grounds change their role in the marine ecosystem from nutrient sources to nutrient sinks.
"
SS_MECH_FEEDING_PUMPING_SPONGE_01,MECH_FEEDING_PUMPING_SPONGE,Semantic Scholar Academic Graph API,2026-08-13,64a0fee98570967248514ccf1d05c081d18033a9,109874985,"Chondrilla nucula (Porifera, Demospongiae) : an example of successful plasticity ; ecological and morphological aspects",M. Sidri,2004,,,Review,10.18419/OPUS-1648,,,https://www.semanticscholar.org/paper/64a0fee98570967248514ccf1d05c081d18033a9,False,,6,105,2,Biology,Biology,
